greater_turan_title;Claim Greater Turan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
greater_turan_desc;Even though the northern kyrgyz steppes technically aren't part of Turan, they are inhabitated by our kinsmen nonetheless. Since we are now considered a regional power we should assume control over the region!;;;;;;;;;;;;x,,,,,,,,,,,,,,,
greater_kurdistan_title;Claim Greater Kurdistan;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
greater_kurdistan_desc;The recent modernization of our nation lead to a more centralized bureaucracy. European ideas, like nationalism spread like a wildfire. Many students and intellectuals demand a more aggressive policy against the Turks to the west, who have been oppressing the central anatolian Kurds. We should definitely integrate them into our nation!;;;;;;;;;;;;x,,,,,,,,,,,,,,
new_median_empire_title;Proclaim the second Median Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
new_median_empire_desc;Now that our western brothers are freed from turkish oppression, we should lay claim to the ancient region of Media. Even though the Adari, Tats, Talysh, Gilaki and Mazandaranis aren't consider themselves to be kurdish, they are most definitly closely related to us.;;;;;;;;;;;;x,,,,,,,,,,,
claim_iraq_title;Claim Iraq;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
claim_iraq_desc;placeholder;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
greater_serbia_title;Restore the Serbian Empire;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
unite_hellas_title;Unite Hellas;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
unite_hellas_desc;For years Hellas has been divided among several kingdoms or occupied by foreigners at the pleasing of our common enemies. To unite the Greek lands under a sole flag and one ruler is our only way to greatness.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
restore_poland_title;Restore the Kingdom of Poland;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
restore_poland_desc;The kingdom that the Piasts once worked so hard to reunify is now divided and without a king. We must strive to unite the Polish people and create a Polish nation to take the place of the kingdom that once was.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
propose_zapadoslavia_title;Call for West-Slavic Unity;x,,,,,,,,,,,,,,,,
propose_zapadoslavia_desc;For centuries our nation has been the pinnecle of western slavic culture. It is only fitting that we should propse the idea of a united west slavic state to the other powers;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
restore_lotharingia_title;Restore the Kingdom of Lotharingia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
restore_lotharingia_desc;As the new claimants to the Lotharingian crown, we draw our legitimacy by appealing to the legacy of Charlemagne and Lothair. Under our patronage, the exploits of our ancestors have once again become common knowledge, both among our own people and throughout the courts of Europe.;;;;;;;;;;;;x,,,,,,,,,,,,,
unite_the_swahili_coast_title;Unite the City States of the Swahili Coast;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
unite_the_swahili_coast_desc;Ever since the collapse of the Kilwa Sultanate, which dominated the region for centuries, the Swahili Coast was disunified and thrown into chaos. The many city states fought for control over the prosperous slave, ivory and gold trade. However, no Sultan has managed to reestablish the old glory of Kilwa and the region fell deeper into decline with the appearance of firearms, aswell as the increasing egyptian presence. We must reunite the Swahili States under our rule!;;;;;;;;;;;;x,,,,,,,,,,,
push_into_the_interior_title;Push into Outer Tanganyika;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
push_into_the_interior_desc;The old trade routes, which ran along the many rivers of East Africa have been in decline for a long time. Yet, these old trading stations and settlements could help us, atleast in name, to control the adjecent areas. Combinded with the adventures of 'Muuzaji Mkubwa' this expansion could reignite our trading power!;;;;;;;;;;;;x,,,,,,,,,,,,
claim_madagascar_swa_title;Topple the Merina Kingdom;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
claim_madagascar_swa_desc;The kings of Magadascar have long been eyeballing the important trading hub of Mahajanga and a lot of minor skirmishes already happend in the border regions. We have to eliminate this threat and while doing so, claim the authority over the island!;;;;;;;;;;;;x,,,,,,,,,,,,,,,
establish_schools_swa_title;Establish a modern school system;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
establish_schools_swa_desc;Our old schools simply cant hold up with modern schools and even the Madrassas were only available for the elites. Now that we control a huge amount of land it also became important to spread the usage of the Swahili language. By funding these modern schools we can ensure that these institutions can spread both, our faith and our language!;;;;;;;;;;;;x,,,,,,,,,,,,,,,
reestablish_the_adal_sultanate_title;Reestablish the Adal Sultanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
reestablish_the_adal_sultanate_desc;The Adal Sultanate once was the strongest muslim power in the Horn of Africa and fought the Ethiopian Empires for centuries, but similar to their christian counterpart isolationism, corruption and fragmentation lead to the decline of the Sultanate. Now multiple smaller Somali, Afar, Aussa and Oromo states are fighting for regional dominance, while at the same time the new King of Shewa is eager to reunite Ethiopia. If we can reunite the muslims under our rule, and destroy the Kingdom of Shewa, we could establish ourselfs once again as the rulers of this region!;;;;;;;;;;;;x,,,,,,,,,
cushite_state_title;The Pan-Cushitic Movement;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
cushite_state_desc;The cushtic people have long suffered from domination of outside powers, from the Ethiopians, Arabs, Bantus and Swahilis. With the arrival of european ideas of nationalism many intellectuals demand that we should follow a more aggressive stance towards countries, that activaly suppress the cushitic people. While this agenda will most likely decrease relations with our neighbours, it'll also give us the opportunity to establish ourselfs as the dominant force in Eastern Africa!;;;;;;;;;;;;x,,,,,,,,,,,
build_new_jerusalem_title;Build New Jerusalem;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
build_new_jerusalem_desc;Now that we have united Ethiopia under our rule once more, we should build a new capital. This new metropolis should serve as an attraction for the new jewish settlers and for the native population of Ethiopia.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
jewish_ethiopia_title;The Kingdom of Solomon;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
jewish_ethiopia_desc;For centuries the Ethiopians had been ruled by dynasties of jewish origin and now that we have managed to end the Era of Princes and established ourselves as the hegemonic power in Ethiopia we have the opportunity to reclaim our legacy!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
a_new_capital_swa_title;A New Capital for the Sultanate;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
a_new_capital_swa_desc;Now that the Swahili City States are once more united we should build a new capital to emphasize the unity of our people!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
annex_tanganyika_title;Complete the Conquest of Tanganyika;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
annex_tanganyika_desc;With new technologies becoming available for us, aswell as the growing interest of Europeans in African Matters we can and should increase our influence within Eastern Africa!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,
legacy_of_chwezi_title;Claim the Legacy of the Chwezi Empire;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
legacy_of_chwezi_desc;The Chwezi Empire was a mythical empire in the oral traditions of our people and existed before the balkanisation of the kingdoms of the Great Lakes. Now that we have subdued all of the other rulers we can claim their legacy!;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
leave_the_german_confederation_title;Leave The German Confederation;x,,,,,,,,,,,,,,,,
leave_the_german_confederation_desc;Since the formation of our Great State the lingering question among our populace has been that of membership in the German Confederation. We sincerly believe that our state deservers more then to be a mere member of a greater sate, we are our own people, and so we shall remain, our own nation!;x,,,,,,,,,,,,,
invite_frisia_title;Invite Frisia;x,,,,,,,,,,,,,,,,
invite_frisia_desc;Our federation is glorious and it's fame has been felt through the world, we should invite the Frisians to join us!;x,,,,,,,,,,,,,,,
lunch_masovian_uprising_title;Lunch the Masovian Uprising;x,,,,,,,,,,,,,,,,
lunch_masovian_uprising_desc;Ever since the polish district split, the duchy of Masovia had attempted to  secure it's political independence from the rest of Poland. Now thanks to the efforts of the Bohemians this separation is hardly visable, and our struggle for independence may come true only through military action.;x,,,,,,,,,,,,,,
call_to_arms_in_poland_title;Hej kto Polak na bagnety!;x,,,,,,,,,,,,,,,,
call_to_arms_in_poland_desc;Today is a day of blood and glory, Let it be a day of resurrection! Gazing at France's rainbow, The White Eagle launches into flight. Inspired by the sun of July," He calls to us from above: ""Arise", oh Poland, break your chains," Today is a day of your victory or death!"";x",,,,,,,,,,
reforms_prince_drucki_libecki_title;Economic Reforms of Prince Drucki-Lubecki;x,,,,,,,,,,,,,,,,
reforms_prince_drucki_libecki_desc;Prince Drucki-Lubecki," commonly nicknamed ""The Small Prince"" is a prominent politician in the duchy of Masovia. His economic policys of interventionism as well as plans to abolish tariffs between Bohemia and Masovia may present a great opportunity to enrich our small dominion greatly.;x",,,,,,,,,,,,,,,
god_unity_independence_title;Istenem, egyseg, fuggetlenseg!;x,,,,,,,,,,,,,,
god_unity_independence_desc;The Revolutions of past years in Germany and the subsiquant reformation of states around us has proven that remnants of any feudal administration are a great weakness of a state. Therefore to preserve our integrity and unity, under the guidance of god, the following laws will pass into immediete effect.;x,,,,,,,,,,,,,,
banat_form_croatia_title;Become Croatia;x,,,,,,,,,,,,,,,,
banat_form_croatia_desc;Free of Hungarian yoke we can finally govern ourselves freely;x,,,,,,,,,,,,,,,,
banat_join_croatia_title;Join Croatia;x,,,,,,,,,,,,,,,,
banat_join_croatia_desc;Become one with the existing Croatian state.;x,,,,,,,,,,,,,,,,
burzeland_form_siebenburg_title;Become Siebenburg;x,,,,,,,,,,,,,,,,
burzeland_form_siebenburg_desc;Free of Hungarian Yoke we can finally acomplish the dream of our ancestors of a united Siebenburgen state under german leadership.;x,,,,,,,,,,,,,,,,
build_the_corvinus_line_title;Construct the Corvinus Line;x,,,,,,,,,,,,,,,,
build_the_corvinus_line_desc;Many wars between Hungary and Bohemia have begun by a northern invasion deep along the danube. In response Hungerian rulers have tried to fortify the danube and our border with bohemia so as to deley or stop a possible invasions," though these plans were never really succesfull. In this case our General staff have proposed the idea of a construction of the ""Corvinus line"" a series of forifications along the danube river", named after a great Hungarian general who soundly defeated the Bohemians on the field of battle.;x,,,,,,,,,,,,,,
kunsag_boom_title;Kunsag Industry Boom;x,,,,,,,,,,,,,,,,
kunsag_boom_desc;The Kunsag are is rich in many mining and industrial resources, no wonder then over the years it has become one of our most important regions strategicly-wise. We should embrace the industrial revolution happening there and rip it's benefits to the fullest extent.;x,,,,,,,,,,,,,,,
create_dacia_title;Create the Kingdom of Dacia;x,,,,,,,,,,,,,,,,
create_dacia_desc;The struggle between Hungary and Bulgaria have often left the smaller kingdoms in-between in a unfortunete position. Now that we control both the duchy of Moldova and Wallachia, we should unite the two to form a stronger ally against out opponent;x,,,,,,,,,,,,,,,
claim_galicia_title;Claim The Halych Rus;x,,,,,,,,,,,,,,,,
claim_galicia_desc;For centuries the Halyych Rus and it's pathetic constitutional government have tried to secure it's independence from Hungary with the help of Bohemia, but no more! We shall end their state once and for all.;x,,,,,,,,,,,,,,,
einn_konungr_einn_kountry_title;Einn Kongur Einn Kvnthri!;x,,,,,,,,,,,,,,,,
einn_konungr_einn_kountry_desc;The North Sea Empire ever since it first came into existance in 1013, and later revived by Harald the Conqueror in 1066 after the battle of stamford bridge, have been plauged with civil wars and matters of sucession. The Empire has split apart many times, eventually though a system would develop where the Three Kingdoms - Denmark, Norway and Jorvik could operate relativly independently off of each other while still using the same treasury. Later consolidations of the Empire would result in further integrations of the Three Kingdoms. The estabilshment of the Komingstaor - an imperial parliment by Olaf the Wise in 18th century have paved the way for a new wave of integration reform ideas that are still alive an well in the Anglo-Norse Society. These ideas are represented by the liberal factions, calling for removal of all feudal remnaints and embracing a federal style of administration under the guidence of the king," their slogan is ""Einn Kongur"," Einn Kvnthri"" - ""One King"," One Country"".;x",,,,,,,,
protect_frisia_title;Protect Frisia;x,,,,,,,,,,,,,,,,
protect_frisia_desc;Frisians had always been a close ally of ours against the Saxons. It's poor people have always been plauged by the invasions of their neighbours and the attempts to incorporate the state into our Confederation under equal laws, most notably by King Olaf the Wise in 1729. The offer was obviously declined, due to the fear of marginalisation of the state in such a union. Now However with the Saxon Menace growing in strength, perhaps we should again reach an agreement with the Frisians?;x,,,,,,,,,,,,,
create_the_nordic_monetary_union_title;Create the Nordic Monetary Union;x,,,,,,,,,,,,,,,,
create_the_nordic_monetary_union_desc;Although each memeber Kingdom of the North Sea Empire uses the same treasury, each usues a diffrent kind of margloo currency. If we aim to end centralise the confederation, we should perhaps create a proper monetary union to pave the way for use of singal currency in the future;x,,,,,,,,,,,,,,
the_matter_of_anglosaxons_title;The Matter of Anglosaxons;x,,,,,,,,,,,,,,,,
the_matter_of_anglosaxons_desc;Over the Years Norse settlers bought out or took over the Anglo-Saxon lands and begun to create their own communitys, mainly in the north-west. This process has largely stopped by th 14th century and an Anglo-Saxon identity had begun to form. Many uprisings, settler commissions and even exiles to North America later, and the Anglo-Saxon people are seen as anything but equal in the Union. Perhaps the time has come to change that?;x,,,,,,,,,,,,,
north_sea_protectorate_title;The North Sea Protectorate;x,,,,,,,,,,,,,,,,
"north_sea_protectorate_desc;""[...] And so we shall spread our Empire like a Black Raven spreads it's wings across pray"," and non shall stand in it's way."" The Idea of a North Sea Protectorate had been prevelent throughout Anglo-Norse history. Whenever the North Sea Empire was not busy fighting to reunite itself", it attempted to conquer the North Sea's coast to secure it's trade intrests. The idea is still prevelent in politics today, largely supported by the conservative wings.;x,,,,,,,,,,,,,
greater_france_title;Claim French Natural Borders;x,,,,,,,,,,,,,,,,
greater_france_desc;The Expansion attempts deep into the Holy Roman Empire had been the focus of many past king's in the past. Even the The Holy Roman Empire is gone, our goals have not changed a bit, the natural borders of France are yet to be reached!;x,,,,,,,,,,,,,,
"enact_huit_regles_du_commerce_title;Enact ""Huit Regles du Commerce"";x",,,,,,,,,,,,,,,,
enact_huit_regles_du_commerce_desc;Huit Regles du Commerce is a simple system of rules applied to all trade actions in France. It's integral part details the rules of trade with our north american colonies and is extremly mercantilistic in nature. After bringing our colonies back under our heel we should reenact these laws to bring much needed funds for the crown.;x,,,,,,,,,,,,,,,,
renovate_the_paris_university_title;Renovate the Paris University;x,,,,,,,,,,,,,,,,
renovate_the_paris_university_desc;The Paris University has been the top acedemy in Europe for centuries, but recently it's architecture is mostly a realic of the past, and is in despretate need for renovation. Work on the academy would certainly appeal to the masses...;x,,,,,,,,,,,,,,
compose_new_german_constitution_title;Compose a Constitution for the German Confederation;x,,,,,,,,,,,,,,,,
compose_new_german_constitution_desc;German Confederation has existed since the 1820s when mass revolutions started due to the censorship of liberal schools of thought, later growing nationalistic in nature. The revolutionaries at one point even almost entered the royal palace in Dortmund, wanting to capture the Holy Roman Emperor. Eventually though, the Emperor back down and the Holy Roman Empire had been rebranded to the German Confederation, with the ultimate goal of unifing under one banner. Today many states still oppose unification particularly those in the south and the lowlands, but we have maneged to gather enough infuence to push for a Constitution for the German Confederation - a first step towards unification.;x,,,,,,,,,,,
legalise_the_urburschenschaft_corps_title;Legalise the Urburschenschaft Corps;x,,,,,,,,,,,,,,,,
legalise_the_urburschenschaft_corps_desc;The Urburschenschaft Corps is a small miltia comprised of the members of Urburschenschaft organization, was created in 1820s during the German Revolution. Their members are most notably known for almost overrunning the Dortmund Royal Palace and are seen as heros by many of the German people. Ofcourse such actions were later declared as criminal, by the Emperor himself, however after the compromise in 1828 and the creation of German Confederation their legal status has not yet been publicly disscussed. Many now think that legalising the group would prove advntageous in the fight to unify Germany, as it would appeal to the liberal masses...;x,,,,,,,,,,,,
incorporate_poland_title;Incorporate Poland;x,,,,,,,,,,,,,,,,
incorporate_poland_desc;Poland has first came into Bohemian possesion in 1300 when the King of Bohemia - Wenceslaus II - defeated the usurper Polish king Przemsyl in Greater Poland. Since that the Premysid and later Luxemburg dynastys were traditinally Coronated as Kings of Bohemia and Poland. The Poles however had hardly seen themselves as part of the realm. With the duchy of Masovia gone, perhaps we can change something in this regard;x,,,,,,,,,,,,,,,
build_the_prauge_vistula_railway_title;Build the Prauge-Vistula Railway;x,,,,,,,,,,,,,,,,
build_the_prauge_vistula_railway_desc;In the world of industralisation, there is no place for setbacks. The idea of a prauge-vistula railway involves the enchancment of the grain export industry, whose main centers are located along the vistula river as well as connecting the polish lands with the ones in the Kingdom of Bohemia granting greater mobility to our troops;x,,,,,,,,,,,,,,
embrace_industrialisation_title;Embrace the Industrial Revolution;x,,,,,,,,,,,,,,,,
embrace_industrialisation_desc;Many Kings of Polabia have merely relied on our geopolitical situation to expand our trade infuence across the Baltic Sea. These days however it appears to not be enough," if we wish to mainain our integrity as a state we must perform extensive works on our economy and participate in the so-called ""Industrial Revolution"";x",,,,,,,,,,,,,,,
bend_the_knee_title;Membership in the German Confederation?;x,,,,,,,,,,,,,,,,
bend_the_knee_desc;Although a foolish idea at first perhaps our nation can be granted membership in the newly created German Confederation in order to secure our sovernighty. Many states culturally distant from the Germans have joined the Confederation, perhaps we too can function in it the same way?;x,,,,,,,,,,,,,,,
greater_polabia_title;Claim Greater Polabia;x,,,,,,,,,,,,,,,,
greater_polabia_desc;Polabian Kings have always dreamed of an empire streatich around the entire southern baltic coast. With our newly found power, perhaps we can finally accomplish that dream!;x,,,,,,,,,,,,,,,
baltic_centralisation_title;Centralize the Baltic Guvernorskaps;x,,,,,,,,,,,,,,,,
baltic_centralisation_desc;The Baltic Governorships have existed since the end of the 17th century and had proven to be quite a dated creation for today's times. We should centralise them to gain greater control and influence in the region;x,,,,,,,,,,,,,,,,
revise_treaty_of_malmo_title;Revise the Treaty of Malmo;x,,,,,,,,,,,,,,,,
revise_treaty_of_malmo_desc;The Treaty of Malmo signed in 1801 forced Sweden to relinquish many of it claims on the land of Kingdom of Norway and Denmark. The treaty was singed after the death of King Charles the XIV, a great general who suffered a fatal wound in the battle of Oslo against the Norse meanace. Following his death, his heir immedietly signed this shamefull peace treaty, but finally we stand in a strong enough position to lay our claims back on those lands.;x,,,,,,,,,,,,,
enact_the_column_of_charles_xiv_title;Fund the Column of Charles XIV;x,,,,,,,,,,,,,,,,
enact_the_column_of_charles_xiv_desc;Charles the XIV was probably the last great King-General of Sweden. He assumed the throne in 1782 and ruled until his death 1800. His reign was characterised by many succesfull military campaigns deep into ruthenian lands, bringing sweden much needed wealth. His luck run out when he attempted to recover Lost Swedish territory of Malmo in 1798. An uprising in Norway had conviced him that it was the best time to strike the North Sea Empire and assumed personal leadership in a campaign to Norway. He died in the battle of Oslo in 1800, teaking a shot to the chest and later bleeding out to death in his tent.;x,,,,,,,,,,,,,,
baltic_dominium_title;Dominium Mare Baltici;x,,,,,,,,,,,,,,,,
baltic_dominium_desc;The Baltic Dominion has been the goal of Swedish foreign policys since the 14th century. The idea says that Baltic sea should be made into a Swedish in-land Sea, granting us greater control over trade in the region. Our great victories over the past few years will surely allow us to purse this policy more througly now that we teaken all our rightfull lands and centralized our administration;x,,,,,,,,,,,,,,,
moderinise_the_caroleans_title;Carolean Infantry Modernization and Conscription Reform;x,,,,,,,,,,,,,,,,
moderinise_the_caroleans_desc;Recent losses to our neighbours to the west have proven that the 18th century Carolean infantry model is quite outdated and requiers thorough reforms. Furthermore, the Conscription laws after 1800 had only been made more lenient and lenient. It's high time we get our military back into order.;x,,,,,,,,,,,,,,,
tatar_union_diplo_title;Reestablish the Kipchak Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
tatar_union_diplo_desc;The Tatar States are weak and fragmented. For far to long we have underestimated the Russians and the fall of the Kazan Khanate proved this. The realization of this threat and the shifting balance of power has convinced our great Khan to reconsile with his old tatar rivals. All the Khans have agreed to reestablish the Altin Urda under our banner! Moscow will burn!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
tatar_union_mil_title;Reestablish the Kipchak Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
tatar_union_mil_desc;The Tatar States were weak and fragmented. For far to long we have underestimated the Russians and the fall of the Kazan Khanate proved this. We need to overthrow our old rivals and reassert our dominance over the Russians once again. Âšerge Han!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
tatar_formation_title;Reestablish the Kipchak Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
tatar_formation_desc;The Tatar States were weak and fragmented. After decades of struggle and decline we managed to subdue the Tatar Steppes, now it is time to reclaim Batu Khans legacy.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
end_kazan_title;End the Kazan Raids;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
end_kazan_desc;For centuries the raids originating from Kazan have devasteded. It is time to finally bring an end to the Tatar Joke!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
control_novgorod_title;Take control in Novgorod;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
control_novgorod_desc;The Republic of Novgorod has been a part of our sphere of influence for centuries, but with increasing russian nationalism we should integrate them further into our realm.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_estonia_title;Integrate Estonia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_estonia_desc;Estonia has been a dominion of Sweden since the 16th century, but with the increasing threat of russian unification our control of the Northern Baltics is in danger. We should sacrifice the estonian autonomy to secure the regions stability!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_livonia_title;Integrate Livonia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_livonia_desc;Livonia has been a dominion of Sweden since the 16th century, but with the increasing threat of russian unification our control of the Northern Baltics is in danger. We should sacrifice the livonian autonomy to secure the regions stability!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_ingermanland_title;Integrate Ingria;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
integrate_ingermanland_desc;Ingria has been a dominion of Sweden since the 16th century, but with the increasing threat of russian unification our control of the Northern Baltics is in danger. We should sacrifice the ingrian autonomy to secure the regions stability!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_nogay_rej_title;Subjugate the Nogay Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_nogay_rej_desc;The foolish Khan of Nogay has refused our offer. We need to subjugate him by the sword to save the Tatars from russian expansionism!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_nogay_acc_title;Nogay accepts our offer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_nogay_acc_desc;The Khan of Nogay has accepted our offer. The Russians wont stand a chance against a united Steppe!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
centralize_the_khanate_title;Centralize the Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
centralize_the_khanate_desc;Now that the russian threat has been dealt with our rule is unchallenged. It is time to formally unite the Khanate!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_rej_title;Subjugate the Qashliq Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_rej_desc;The foolish Khan of Qashliq has refused our offer. We need to subjugate him by the sword to save the Tatars from russian expansionism!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_acc_title;Qashliq accepts our offer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_sib_acc_desc;The Khan of Qashliq has accepted our offer. The Russians wont stand a chance against a united Steppe!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_akh_acc_title;Astrakhan accepts our offer;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_akh_acc_desc;The Khan of Astrakhan has accepted our offer. The Russians wont stand a chance against a united Steppe!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
avenge_kazan_title;Avenge Kazan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
avenge_kazan_desc;The russian conquest of Kazan was extremely brutal. It depopulated the once rich region of the Upper Idel, thousends of Kazanis fleed their home and even more got killed by Skobelevs troops, not to mention the ruthless execution of the Khan and it's entire family. It is our duty, now that the Steppe stands united, to liberate Kazan!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_yugra_title;Subdue Yugra;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_yugra_desc;The fur traders of the yugrian wastes were able to remain independant by opportunistically switching alliances with the Tatars and Russians. Now that we are dominating both Russia and the Steppe we are in a position to assume direcet control over their valueable ressources.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_sayan_uriankhai_title;Subdue the Sayan Tribes;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
subdue_the_sayan_uriankhai_desc;After having conquered Yugra, the cold wastes of Siberia are almost free to grab. The only thing holding us back is the influencial position of the Oirat Khagnate in Tuva and the Baikal. The conquest of the Sayan Tribes will increase our influence in the region.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_altai_uriankhai_title;Annex Tuva;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
annex_altai_uriankhai_desc;Our increased influence in Tuva allows us to further integrate the region, this act however will force the Oirats to act.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_buryatia_title;Take control over Buryatia;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
vassalize_buryatia_desc;The Oirat control in Central Siberia has collapsed, we need to fill this vacuum of power.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_daurs_title;Take control in the Daur Khanate;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_daurs_desc;The Oirat control in the North has collapsed, we need to fill this vacuum of power.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_title;The Jurchen Conflict;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_manchu_desc;The momentum of the Pacific Push still hasn't slowed down. A lot of Tatar tribes still search for their own, new, suitable plot of land. Many of these tribes now violated the territory of the Jurchen, a tributary of the Great Shun. This needs to be settled so that further conflict can be avoided.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
further_siberian_expansion_title;Subdue the Sakhalar;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
further_siberian_expansion_desc;The semi-nomadic Sakhalar originally fleed from the mongols in the 13th century. They now live in the rich basins of the Lena, Aldan and Vilyuy Rivers and are fabled as horse breeders. But now they pose the last obstacle in our Push to the Pacific, their subjugating would not only give us access to their skills, but also their rich fur market.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_pacific_title;The Pacific Coast;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
the_pacific_desc;Our troops have finally reached the long awaited coastline, but our forces meet resistance from the local population. Even though our troops were successfull, the areas of Kamchatka and Chukchia are now almost uninhabitated. Nevertheless, we should formally announce the annexetion of these territory!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquest_of_the_north_title;The Conquest of the North;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
conquest_of_the_north_desc;The land of the Tymyr was thought to be only a part of Siberlar folklore, but with our conquest multiple multiple reports have told us about a group of people far in the north speaking a familiar sounding language. We should use this to justify the conquest of these regions!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_title;Claim the Northern Caucasus;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_the_northern_caucasus_desc;While the Northwestern Caucasus has been under our control for centuries the Northeast has been part of the Timurid Empire, but the recent collapse of the iranian behemoth left the entire Caucasus in turmoil. Local Khanates, Tribes and Christian Kingdoms is all what is left. This is a perfect opportunity to not only establish a amazing natural border, but also to integrate the turkic tribes living in these regions!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
claim_qasim_title;Claim Qasim;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
